img,type,answer,randomise,display,,,,
ff08d7dc5bacb06fdf12fd18421b093b.jpg,filler,J,1,image,,,,
ff14a197f1041a87f504215f7ada432d.jpg,filler,J,1,image,,,,
ff15b6b78a535a23938bb6e3a4368882.jpg,filler,J,1,image,,,,
ff225bd1b288aa4ee588ca11ca102c91.jpg,filler,J,1,image,,,,
ff353ccc3514866b992a57472cff8627.jpg,filler,J,1,image,,,,
ff378d46eed167348823a016aa1e9043.jpg,filler,J,1,image,,,,
ff41cde42c0ebd0f7bb4faf73b95e696.jpg,filler,J,1,image,,,,
ff63b7ec291c70a9709fa1bbaab78152.jpg,filler,J,1,image,,,,
ff656bce66113851d9c0cd8c9534bcf4.jpg,filler,J,1,image,,,,
ff6a78b340d9ad7036df93a7cad6734a.jpg,filler,J,1,image,,,,
Landscapes_040_h.jpg,window,J,2,image,,,,
1f80696cb32ea4cf78d96db7492824c3.jpg,window,J,2,image,,,,
c648ba549cd6ebecdfba6f6998579cdc.jpg,window,J,2,image,,,,
1ec3da084ef6bb404b0f4e706f3dca08.jpg,target,F,,image,,,,
1ec3da084ef6bb404b0f4e706f3dca08.jpg,target,F,,image,,,,
ff6c0343eb49f6b0730243abbfa6d997.jpg,filler,J,1,image,,,,
ff707ee4de67b0d1c520972dcded99aa.jpg,filler,J,1,image,,,,
ff7279b0fc8a347bad8ca68136521c56.jpg,filler,J,1,image,,,,
ff78877db954ed80e7ee532dcd386e3d.jpg,filler,J,1,image,,,,
2b7ba3e163d37ef892b5dca98704d076.jpg,window,J,2,image,,,,
5f606dab9259c7683c6dfdfd08697f81.jpg,window,J,2,image,,,,
3c6385d5f57104049b91e0f234839524.jpg,window,J,2,image,,,,
3a86857c680b20161adf067d5fa9433d.jpg,target,F,,image,,,,
3a86857c680b20161adf067d5fa9433d.jpg,target,F,,image,,,,
ff8bff3a0844bc1f8d78481d6ff3a55c.jpg,filler,J,1,image,,,,
ff8d991d099a9954a31627bb941db4d2.jpg,filler,J,1,image,,,,
ff967975689f96f4b07168ad87230030.jpg,filler,J,1,image,,,,
ffae6b854145e6d36e5b5e07904bcae3.jpg,filler,J,1,image,,,,
ffaf7b39304dbee9621d179ea71d3c03.jpg,filler,J,1,image,,,,
5a89c950bc23e81703d5bfc64c71b618.jpg,window,J,2,image,,,,
Landscapes_047_v.jpg,window,J,2,image,,,,
134b290238223fd49f2dee79a7587f06.jpg,window,J,2,image,,,,
4d7c83a8e9b0984905e4da0d496113c7.jpg,target,F,,image,,,,
4d7c83a8e9b0984905e4da0d496113c7.jpg,target,F,,image,,,,
ffb4a2224773cc9402115b14ee95ee01.jpg,filler,J,1,image,,,,
ffb4b1dca9f9b9551c1f6ddc5542cf78.jpg,filler,J,1,image,,,,
ffb6386524ab5a89415001700ece2b30.jpg,filler,J,1,image,,,,
ffbde31cbf675ee721e5f3669beb82c7.jpg,filler,J,1,image,,,,
ffbf67b06880abe66cf01e4026e70732.jpg,filler,J,1,image,,,,
ffc381d9e3a24898d5b811277ea0c156.jpg,filler,J,1,image,,,,
ffc5bd4192ad5288d30d9bbf720c3b79.jpg,filler,J,1,image,,,,
ffcb4a1fcd23dbe53b9a10e0e90ec3ad.jpg,filler,J,1,image,,,,
ffceddd6954c2444e8f5a8bc32f9fd6e.jpg,filler,J,1,image,,,,
ffdf620df04da17f68ccd52445f2e6ab.jpg,filler,J,1,image,,,,
ffef5b6ece3a2dda515e981c7b22d3fd.jpg,filler,J,1,image,,,,
fff167ffc85ab2ac837930990e8e9937.jpg,filler,J,1,image,,,,
1e571e151e1117ad2d65e10293008f3b.jpg,window,J,2,image,,,,
596a8204446f64a40a24b47025799e47.jpg,window,J,2,image,,,,
fdd4e30b0b1221015ef606488e2dfa47.jpg,window,J,2,image,,,,
2f3e68a37d68e5bab426786d2ae708cf.jpg,target,F,,image,,,,
2f3e68a37d68e5bab426786d2ae708cf.jpg,target,F,,image,,,,
fff1f99a649e3d1cfa2bd2097cae35e9.jpg,filler,J,1,image,,,,
Fireworks 1.jpg,filler,J,1,image,,,,
3f8d7962634e0d8474cdb7bcf0528913.jpg,window,J,2,image,,,,
3b8104eef9537f390f5ec146d03f1e38.jpg,window,J,2,image,,,,
3a8eb81e5cc8bd1f922c58d6639e07a1.jpg,window,J,2,image,,,,
Lightning 3.jpg,target,F,,image,,,,
Lightning 3.jpg,target,F,,image,,,,
Graveyard 4.jpg,filler,J,1,image,,,,
Hallway 1.jpg,filler,J,1,image,,,,
Jail 1.jpg,filler,J,1,image,,,,
Lightning 1.jpg,filler,J,1,image,,,,
Nature 1.jpg,filler,J,1,image,,,,
2e0b12b91aca4c29a1ba4e7455992f58.jpg,window,J,2,image,,,,
3f6828840d37b374ae7d8e5c9d3ab667.jpg,window,J,2,image,,,,
4e79ab8466acd6464fe5ffb948599840.jpg,window,J,2,image,,,,
1e8b1c227937cf0e65acd92b50392f3e.jpg,target,F,,image,,,,
1e8b1c227937cf0e65acd92b50392f3e.jpg,target,F,,image,,,,
Nature 2.jpg,filler,J,1,image,,,,
NegHighNonsoc_13.jpg,filler,J,1,image,,,,
NegHighNonsoc_15.jpg,filler,J,1,image,,,,
1e0bf22bb974ebd8945c4143dd06ba19.jpg,window,J,2,image,,,,
2c7340a47a4daa8b614df5c379f2c502.jpg,window,J,2,image,,,,
92ee26717754e199f9c2e354579b52ca.jpg,window,J,2,image,,,,
3f2fd9474f29da0b50ff9286b429bbc0.jpg,target,F,,image,,,,
3f2fd9474f29da0b50ff9286b429bbc0.jpg,target,F,,image,,,,
NegHighNonsoc_2.jpg,filler,J,1,image,,,,
NegHighNonsoc_23.jpg,filler,J,1,image,,,,
NegMidNonsoc_11.jpg,filler,J,1,image,,,,
NegMidNonsoc_18.jpg,filler,J,1,image,,,,
NegMidNonsoc_25.jpg,filler,J,1,image,,,,
3677b20957c6d8049c45e827b3db92d7.jpg,window,J,2,image,,,,
fde012ce438a27c70a4a07c1ecb7ea7b.jpg,window,J,2,image,,,,
ffb04fb049762daf16684b2a3cc84517.jpg,window,J,2,image,,,,
7343e3dc0a765f0152c87b9cea4d9743.jpg,target,F,,image,,,,
7343e3dc0a765f0152c87b9cea4d9743.jpg,target,F,,image,,,,
NeutMidNonsoc_2.jpg,filler,J,1,image,,,,
NeutMidNonsoc_8.jpg,filler,J,1,image,,,,
Path 1.jpg,filler,J,1,image,,,,
Power lines 1.jpg,filler,J,1,image,,,,
Sky 1.jpg,filler,J,1,image,,,,
Skyscraper 1.jpg,filler,J,1,image,,,,
Volcano 2.jpg,filler,J,1,image,,,,
Wedding 12.jpg,filler,J,1,image,,,,
Landscapes_003_v.jpg,filler,J,1,image,,,,
Landscapes_007_h.jpg,filler,J,1,image,,,,
2a94aa054427f320ddea81ce314f57c4.jpg,window,J,2,image,,,,
3d6e7640deab0cc48ff66f82112f4939.jpg,window,J,2,image,,,,
1e17d2e98031547bec6f4684524e29d2.jpg,window,J,2,image,,,,
4d617813ee2d6d8c2ce9cc2d540e163f.jpg,target,F,,image,,,,
4d617813ee2d6d8c2ce9cc2d540e163f.jpg,target,F,,image,,,,
Landscapes_009_h.jpg,filler,J,1,image,,,,
Landscapes_011_h.jpg,filler,J,1,image,,,,
Landscapes_029_v.jpg,filler,J,1,image,,,,
Landscapes_030_v.jpg,filler,J,1,image,,,,
Landscapes_031_h.jpg,filler,J,1,image,,,,
Landscapes_032_v.jpg,filler,J,1,image,,,,
Landscapes_034_h.jpg,filler,J,1,image,,,,
Landscapes_037_v.jpg,filler,J,1,image,,,,
Landscapes_041_h.jpg,filler,J,1,image,,,,
Landscapes_043_h.jpg,filler,J,1,image,,,,
3a28649190d86c53706846e0df52129b.jpg,window,J,2,image,,,,
Landscapes_158_h.jpg,window,J,2,image,,,,
1f2dda51b5242f07a9d6c869db4548e1.jpg,window,J,2,image,,,,
6a8a7d8712318130339bb151a1a480d1.jpg,target,F,,image,,,,
6a8a7d8712318130339bb151a1a480d1.jpg,target,F,,image,,,,
Landscapes_044_h.jpg,filler,J,1,image,,,,
Landscapes_045_h.jpg,filler,J,1,image,,,,
Landscapes_048_h.jpg,filler,J,1,image,,,,
Landscapes_049_h.jpg,filler,J,1,image,,,,
Landscapes_054_h.jpg,filler,J,1,image,,,,
Car race 2.jpg,window,J,2,image,,,,
Solar panel 1.jpg,window,J,2,image,,,,
1f3b7686aec06ee6317689913a80be4d.jpg,window,J,2,image,,,,
2e736b206488e9fae823363bdfc23722.jpg,target,F,,image,,,,
2e736b206488e9fae823363bdfc23722.jpg,target,F,,image,,,,
Landscapes_056_h.jpg,filler,J,1,image,,,,
Landscapes_057_h.jpg,filler,J,1,image,,,,
Landscapes_058_h.jpg,filler,J,1,image,,,,
Landscapes_059_v.jpg,filler,J,1,image,,,,
Landscapes_061_h.jpg,filler,J,1,image,,,,
1ef4cac9464d4653598135ae1d61b04c.jpg,window,J,2,image,,,,
86c6916d7a254e7c3e9678b792b824ed.jpg,window,J,2,image,,,,
4ca335e2c5ee8ab076c153a7e30fd87a.jpg,window,J,2,image,,,,
2f35eee0d0df52af0fb2c2e2785a2264.jpg,target,F,,image,,,,
2f35eee0d0df52af0fb2c2e2785a2264.jpg,target,F,,image,,,,
Landscapes_062_h.jpg,filler,J,1,image,,,,
Landscapes_063_h.jpg,filler,J,1,image,,,,
Landscapes_065_h.jpg,filler,J,1,image,,,,
Landscapes_067_h.jpg,filler,J,1,image,,,,
Landscapes_072_h.jpg,filler,J,1,image,,,,
Landscapes_075_h.jpg,filler,J,1,image,,,,
Landscapes_077_v.jpg,filler,J,1,image,,,,
Landscapes_078_h.jpg,filler,J,1,image,,,,
Landscapes_080_h.jpg,filler,J,1,image,,,,
Landscapes_083_h.jpg,filler,J,1,image,,,,
Landscapes_084_v.jpg,filler,J,1,image,,,,
Landscapes_085_h.jpg,filler,J,1,image,,,,
Landscapes_093_h.jpg,filler,J,1,image,,,,
Landscapes_097_v.jpg,filler,J,1,image,,,,
Landscapes_112_v.jpg,filler,J,1,image,,,,
Landscapes_120_v.jpg,filler,J,1,image,,,,
Landscapes_122_v.jpg,filler,J,1,image,,,,
Landscapes_128_h.jpg,filler,J,1,image,,,,
Landscapes_140_v.jpg,filler,J,1,image,,,,
Landscapes_164_h.jpg,filler,J,1,image,,,,
,,,,rest,,,,
